Gender,Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobSatisfaction,MaritalStatus,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,MonthlyIncome
Male,33,Travel_Rarely,Research & Development,25,Bachelor,Low,55,Medium,Single,Yes,20,5,Better,2,2313
Male,42,Travel_Rarely,Research & Development,2,College,Very High,35,Low,Married,No,17,23,Better,22,17665
Male,28,Travel_Frequently,Research & Development,1,Bachelor,Low,45,Medium,Divorced,No,15,1,Better,1,2596
Male,50,Travel_Frequently,Sales,1,Master,Very High,81,High,Single,Yes,14,5,Better,0,4728
Female,33,Travel_Frequently,Sales,7,Bachelor,Very High,30,Medium,Married,No,17,4,Better,3,4302
Male,34,Non-Travel,Research & Development,3,Master,High,40,Very High,Married,No,17,6,Better,0,2979
Male,48,Non-Travel,Research & Development,1,Master,Low,35,Very High,Single,No,22,27,Good,5,16885
Female,45,Non-Travel,Sales,9,Master,Medium,65,High,Married,No,13,15,Better,15,5593
Male,52,Travel_Rarely,Research & Development,7,Master,Medium,87,Medium,Single,No,19,18,Better,8,10445
Male,38,Travel_Rarely,Sales,10,Master,High,73,High,Divorced,Yes,14,9,Better,8,8740
Female,29,Travel_Rarely,Research & Development,28,Master,High,93,Very High,Divorced,No,22,11,Better,7,2514
Female,28,Travel_Rarely,Research & Development,3,Bachelor,Very High,93,Medium,Divorced,No,17,10,Good,9,7655
Male,46,Travel_Rarely,Sales,3,Highschool,Low,52,High,Married,No,12,23,Better,12,17465
Male,38,Travel_Rarely,Sales,2,College,Very High,32,Medium,Single,No,16,10,Better,1,7351
Female,43,Travel_Frequently,Research & Development,27,Bachelor,High,83,Low,Married,No,11,18,Better,8,10820
Male,39,Travel_Frequently,Research & Development,2,Bachelor,Low,84,Very High,Divorced,No,11,21,Better,18,12169
Male,40,Travel_Rarely,Research & Development,14,Bachelor,High,44,High,Single,No,14,21,Best,20,19626
Female,21,Travel_Rarely,Research & Development,1,Highschool,Very High,70,Medium,Single,Yes,11,2,Best,2,2070
Male,39,Non-Travel,Research & Development,9,Bachelor,High,70,Medium,Single,No,15,9,Good,5,6782
Male,36,Non-Travel,Research & Development,18,Master,Low,78,Very High,Single,No,20,18,Better,11,7779
Male,31,Travel_Frequently,Sales,20,Bachelor,High,67,Very High,Married,No,12,3,Better,2,2791
Male,28,Travel_Rarely,Research & Development,2,Highschool,Low,67,Medium,Married,No,17,6,Bad,5,3201
Male,35,Travel_Frequently,Sales,11,College,Very High,54,Very High,Divorced,No,11,5,Better,5,4968
Male,49,Travel_Rarely,Sales,8,Master,Very High,56,Medium,Married,No,17,22,Better,9,13120
Male,34,Travel_Frequently,Research & Development,2,College,Very High,95,High,Single,No,11,5,Good,3,4033
Female,29,Travel_Frequently,Research & Development,10,Bachelor,Very High,61,Medium,Divorced,No,14,8,Good,7,3291
Male,42,Travel_Rarely,Research & Development,29,Bachelor,Medium,56,Very High,Single,No,19,16,Better,1,4272
Male,29,Travel_Rarely,Research & Development,8,Highschool,Medium,79,Very High,Married,Yes,15,10,Good,10,5056
Male,38,Travel_Rarely,Human Resources,1,Bachelor,High,37,High,Married,No,13,7,Best,7,2844
Male,28,Travel_Frequently,Research & Development,6,Bachelor,High,39,High,Divorced,Yes,14,3,Better,3,2703
Male,18,Non-Travel,Research & Development,8,Highschool,High,80,High,Single,No,12,0,Better,0,1904
Female,33,Travel_Rarely,Sales,9,Master,Low,77,Low,Single,Yes,17,6,Better,5,8224
Male,41,Travel_Rarely,Research & Development,12,Master,Medium,46,Very High,Married,Yes,11,6,Better,1,4766
Male,31,Travel_Frequently,Research & Development,15,Bachelor,High,72,High,Married,No,12,2,Good,2,2610
Female,37,Travel_Rarely,Research & Development,25,College,High,52,Very High,Divorced,No,13,9,Better,6,5731
Male,27,Travel_Rarely,Research & Development,6,Bachelor,Very High,55,High,Married,No,13,4,Better,4,2539
Female,34,Travel_Rarely,Sales,9,Highschool,Medium,70,High,Married,No,20,6,Good,6,5714
Male,35,Travel_Rarely,Human Resources,8,Master,High,100,High,Single,No,17,6,Bad,5,4323
Female,29,Travel_Rarely,Sales,23,Highschool,Very High,45,Low,Married,No,13,11,Bad,11,7336
Female,40,Travel_Frequently,Research & Development,9,Master,Medium,88,High,Single,No,17,20,Good,18,13499
Male,42,Travel_Frequently,Sales,12,Bachelor,High,44,Low,Single,Yes,12,22,Good,21,13758
Male,42,Travel_Rarely,Sales,4,Master,Medium,45,Low,Single,No,13,9,Best,6,5155
Male,35,Travel_Rarely,Research & Development,1,Master,Very High,58,High,Married,No,12,10,Better,8,2258
Male,24,Travel_Rarely,Research & Development,24,Bachelor,Very High,49,Medium,Single,No,22,6,Better,4,3597
Female,28,Travel_Rarely,Research & Development,12,Highschool,High,79,Very High,Married,Yes,11,1,Good,1,2515
Male,26,Travel_Rarely,Research & Development,3,Master,Low,82,Very High,Married,No,22,8,Better,8,4420
Male,30,Travel_Rarely,Sales,10,Bachelor,High,72,High,Married,No,18,10,Better,10,6578
Female,40,Travel_Frequently,Research & Development,26,College,High,92,Very High,Married,Yes,13,16,Bad,1,4422
Male,35,Travel_Rarely,Research & Development,2,Bachelor,High,44,Medium,Divorced,No,18,15,Best,7,10274
Male,34,Travel_Frequently,Research & Development,1,Bachelor,Very High,97,Low,Single,No,20,14,Better,13,5343
Male,35,Travel_Frequently,Research & Development,4,Master,Very High,47,Very High,Married,No,13,2,Best,2,2376
Female,43,Travel_Rarely,Sales,9,Bachelor,Low,85,High,Single,No,13,7,Good,4,5346
Female,32,Non-Travel,Sales,2,Highschool,High,76,Low,Divorced,No,12,1,Better,1,2827
Female,56,Travel_Rarely,Research & Development,4,Master,Very High,92,Low,Divorced,No,13,28,Better,5,19943
Female,29,Travel_Rarely,Research & Development,6,Highschool,Medium,54,Very High,Married,No,13,10,Better,10,3131
Male,19,Travel_Rarely,Research & Development,9,College,High,54,Low,Single,No,25,1,Better,1,2552
Female,45,Travel_Rarely,Research & Development,7,Bachelor,Low,83,High,Married,Yes,19,7,Good,3,4477
Female,37,Travel_Rarely,Research & Development,1,Bachelor,Very High,56,Very High,Married,No,13,14,Good,14,6474
Male,20,Travel_Rarely,Research & Development,3,Bachelor,Low,87,High,Single,No,12,2,Good,2,3033
Male,44,Travel_Rarely,Research & Development,10,Master,High,96,High,Single,Yes,11,6,Better,6,2936
Female,53,Travel_Rarely,Research & Development,7,College,Very High,50,High,Divorced,No,18,26,Better,7,18606
Female,29,Travel_Rarely,Research & Development,15,Highschool,Medium,69,Very High,Married,Yes,18,6,Good,5,2168
Male,22,Travel_Frequently,Research & Development,3,Master,High,48,Very High,Married,Yes,11,1,Better,0,2853
Female,46,Travel_Rarely,Sales,2,Bachelor,High,69,Low,Married,No,23,28,Better,26,17048
Male,44,Non-Travel,Research & Development,17,Bachelor,Very High,74,High,Single,No,13,6,Better,0,2290
Male,33,Travel_Rarely,Human Resources,2,Bachelor,Medium,99,High,Married,No,13,5,Better,5,3600
Male,41,Non-Travel,Research & Development,5,College,Low,95,Low,Divorced,No,17,5,Bad,1,2107
Male,30,Travel_Rarely,Sales,29,Master,High,61,Low,Divorced,No,19,8,Better,4,4115
Male,40,Travel_Frequently,Sales,2,Master,Medium,62,Medium,Married,No,12,5,Better,0,4327
Female,50,Travel_Frequently,Research & Development,2,Bachelor,Very High,30,Low,Married,No,22,32,Better,2,17856
Male,28,Travel_Rarely,Research & Development,19,Master,Very High,78,Low,Married,No,12,6,Better,6,3196
Male,46,Travel_Rarely,Research & Development,15,College,Very High,52,Medium,Married,No,11,25,Better,4,19081
Male,35,Travel_Rarely,Sales,17,Master,High,94,Low,Married,Yes,15,15,Better,7,8966
Female,24,Travel_Rarely,Research & Development,17,College,Very High,97,Medium,Married,No,13,1,Bad,1,2210
Female,33,Travel_Frequently,Sales,25,Bachelor,Medium,82,High,Married,No,12,10,Good,10,4539
Male,36,Travel_Rarely,Research & Development,6,Master,High,60,High,Divorced,No,14,7,Better,7,2741
Male,30,Travel_Rarely,Research & Development,7,Master,High,49,High,Divorced,No,13,10,Good,10,3491
Male,44,Travel_Rarely,Research & Development,29,Master,Very High,32,Very High,Single,No,25,20,Better,20,4541
Male,20,Travel_Rarely,Sales,21,Bachelor,High,43,Very High,Single,No,17,2,Better,2,2678
Male,46,Travel_Rarely,Research & Development,2,Master,Very High,60,Very High,Divorced,No,11,12,Good,6,7379
Male,42,Non-Travel,Human Resources,2,Doctor,Very High,79,Low,Married,No,16,10,Best,4,6272
Male,60,Travel_Rarely,Sales,7,Master,Medium,52,Very High,Divorced,Yes,18,12,Better,11,5220
Female,32,Travel_Frequently,Research & Development,13,Bachelor,High,77,Medium,Married,No,20,2,Better,2,2743
Female,32,Travel_Frequently,Research & Development,2,College,Very High,38,High,Single,Yes,14,10,Better,8,4998
Female,36,Travel_Rarely,Research & Development,1,Bachelor,High,77,Low,Divorced,Yes,21,17,Better,7,10252
Male,33,Travel_Rarely,Research & Development,9,Bachelor,Low,60,Very High,Married,No,13,15,Better,14,2781
Female,40,Travel_Rarely,Sales,10,Bachelor,Medium,84,Medium,Divorced,No,12,7,Best,5,6852
Male,25,Travel_Rarely,Sales,10,Master,High,57,Very High,Single,No,14,5,Better,4,4950
Male,30,Travel_Rarely,Research & Development,1,Bachelor,Very High,63,Medium,Married,Yes,21,12,Better,11,3579
Female,42,Travel_Frequently,Research & Development,26,Doctor,Low,60,Low,Married,Yes,17,20,Better,1,13191
Female,35,Non-Travel,Sales,8,College,High,78,Very High,Married,Yes,11,16,Good,13,10377
Male,27,Travel_Rarely,Research & Development,14,Bachelor,Low,42,Low,Married,Yes,14,9,Good,9,2235
Female,54,Travel_Frequently,Research & Development,1,Master,Very High,53,High,Divorced,No,17,33,Bad,5,10502
Female,44,Travel_Rarely,Research & Development,2,Highschool,Low,72,Very High,Married,No,13,10,Better,10,2011
Female,19,Non-Travel,Research & Development,10,Bachelor,Low,96,Medium,Single,Yes,25,1,Best,1,1859
Female,29,Travel_Rarely,Research & Development,1,Bachelor,Low,97,Very High,Divorced,No,15,3,Better,3,3760
Male,54,Travel_Rarely,Research & Development,3,Bachelor,Very High,85,Very High,Married,No,14,36,Better,10,17779
Male,31,Travel_Rarely,Research & Development,11,College,High,80,Low,Married,Yes,12,6,Good,6,6833
Female,31,Travel_Rarely,Research & Development,24,Bachelor,High,96,Low,Single,No,19,10,Better,10,6812
Female,59,Travel_Rarely,Sales,3,Bachelor,High,48,Very High,Single,No,17,13,Better,6,5171
Male,43,Travel_Rarely,Research & Development,3,Bachelor,High,96,Very High,Married,No,14,25,Better,8,19740
Male,49,Travel_Rarely,Research & Development,4,College,Low,85,High,Married,No,13,23,Best,1,18711
Male,36,Travel_Frequently,Research & Development,3,Bachelor,High,46,Medium,Married,No,12,12,Good,11,3692
Male,48,Travel_Rarely,Research & Development,2,College,Very High,76,Medium,Single,No,11,7,Good,1,2559
Male,27,Travel_Rarely,Research & Development,4,College,Low,76,High,Divorced,No,11,5,Better,5,2517
Male,29,Travel_Rarely,Research & Development,7,Bachelor,High,82,Very High,Divorced,Yes,11,6,Better,6,6623
Male,48,Travel_Rarely,Research & Development,1,Bachelor,Very High,76,Very High,Single,No,12,25,Best,1,18265
Female,29,Travel_Rarely,Research & Development,1,Bachelor,Very High,87,Very High,Divorced,No,14,9,Good,7,16124
Female,34,Travel_Rarely,Research & Development,20,Bachelor,High,89,High,Married,No,17,2,Good,1,2585
Male,44,Travel_Rarely,Sales,5,Bachelor,Medium,88,Medium,Married,No,11,26,Better,22,18213
Male,33,Travel_Rarely,Sales,10,Doctor,Very High,82,High,Divorced,Yes,14,10,Better,9,8380
Female,19,Travel_Rarely,Research & Development,25,Bachelor,Medium,57,Very High,Single,Yes,12,1,Better,1,2994
Male,23,Travel_Rarely,Research & Development,1,College,Very High,47,High,Married,No,22,1,Better,1,1223
Male,25,Travel_Frequently,Sales,24,Highschool,High,73,Very High,Single,Yes,14,1,Better,1,1118
Male,26,Travel_Rarely,Research & Development,4,College,High,53,Very High,Single,Yes,20,8,Good,8,2875
Female,45,Travel_Rarely,Sales,2,Bachelor,Low,94,Medium,Single,Yes,16,26,Better,24,18824
Male,55,Non-Travel,Research & Development,8,Highschool,Very High,37,Medium,Divorced,Yes,15,34,Better,33,13577
Female,21,Travel_Frequently,Research & Development,10,College,Low,45,High,Single,No,20,2,Bad,2,2625
Female,46,Travel_Rarely,Sales,4,College,Very High,33,Medium,Married,No,14,26,Better,11,18789
Female,34,Travel_Rarely,Sales,2,Bachelor,High,86,Low,Single,Yes,12,4,Better,3,4538
Male,51,Travel_Frequently,Sales,9,Bachelor,Very High,83,Medium,Divorced,Yes,24,31,Good,29,19847
Male,59,Travel_Rarely,Research & Development,18,Master,Very High,67,Very High,Single,No,12,25,Good,9,10512
Female,34,Travel_Frequently,Research & Development,19,Bachelor,High,46,Medium,Divorced,No,13,15,Best,11,4444
Male,28,Travel_Frequently,Research & Development,1,Master,Very High,44,High,Single,Yes,11,5,Good,4,2154
Male,44,Travel_Rarely,Research & Development,4,College,High,92,Low,Divorced,No,14,26,Good,25,19190
Male,34,Travel_Frequently,Human Resources,11,Bachelor,High,56,Medium,Married,No,11,14,Best,10,4490
Male,35,Travel_Rarely,Research & Development,6,Highschool,High,66,High,Married,Yes,14,4,Better,3,3506
Female,42,Travel_Rarely,Research & Development,7,Master,Medium,78,Medium,Married,Yes,16,18,Better,1,2372
Female,43,Travel_Rarely,Sales,4,Master,Very High,56,Very High,Single,No,14,23,Best,21,10231
Female,36,Travel_Rarely,Research & Development,2,Master,High,53,Medium,Single,Yes,11,18,Better,16,5410
Female,44,Travel_Rarely,Research & Development,15,Bachelor,Low,73,Very High,Married,No,11,10,Better,10,7978
Male,28,Travel_Frequently,Research & Development,2,Bachelor,Very High,52,Very High,Married,Yes,12,2,Better,2,3867
Female,51,Travel_Frequently,Research & Development,6,College,Medium,40,High,Single,No,14,8,Good,7,2838
Female,30,Non-Travel,Research & Development,9,College,High,72,High,Single,Yes,18,10,Better,8,4695
Female,29,Travel_Rarely,Research & Development,7,Bachelor,Medium,39,High,Divorced,Yes,13,10,Better,7,3339
Male,28,Travel_Rarely,Research & Development,1,Bachelor,Very High,84,Low,Single,No,11,5,Good,3,2080
Female,25,Travel_Rarely,Research & Development,1,Bachelor,Very High,40,Medium,Single,No,18,2,Good,2,2096
Male,32,Travel_Rarely,Sales,8,Bachelor,High,56,Very High,Married,No,15,10,Best,10,6209
Female,45,Travel_Frequently,Research & Development,25,Bachelor,Medium,83,Medium,Single,No,22,22,Better,0,18061
Female,39,Travel_Rarely,Research & Development,13,Master,High,94,Medium,Divorced,Yes,13,21,Better,19,17123
Male,58,Travel_Rarely,Research & Development,23,Master,Low,88,High,Divorced,No,12,2,Better,2,2372
Male,32,Travel_Rarely,Research & Development,7,College,Very High,79,High,Married,No,18,10,Better,10,4883
Male,39,Travel_Rarely,Research & Development,23,Bachelor,High,93,Low,Single,No,13,6,Better,5,3904
Female,30,Travel_Rarely,Research & Development,6,Bachelor,Low,48,Very High,Married,No,12,10,Better,9,4627
Female,36,Travel_Rarely,Research & Development,10,Master,Very High,63,High,Married,No,12,10,Better,7,7094
Female,46,Travel_Rarely,Human Resources,1,College,Very High,44,Low,Single,No,12,10,Best,7,3423
Female,28,Non-Travel,Research & Development,1,Bachelor,High,55,Very High,Married,No,11,10,Better,9,6674
Female,50,Travel_Rarely,Research & Development,28,Bachelor,Very High,43,Low,Married,Yes,11,25,Better,3,16880
Male,40,Travel_Rarely,Sales,25,Master,Very High,57,Medium,Single,Yes,12,9,Better,5,9094
Male,52,Travel_Rarely,Sales,5,Bachelor,Medium,64,Medium,Single,Yes,19,10,Good,8,8446
Female,30,Travel_Rarely,Research & Development,17,Master,Medium,95,Low,Married,Yes,23,9,Better,9,11916
Male,39,Travel_Rarely,Research & Development,18,College,Low,32,High,Single,No,11,9,Better,8,4534
Female,31,Non-Travel,Sales,2,Master,Very High,57,High,Divorced,Yes,19,10,Good,10,9852
Male,41,Non-Travel,Sales,10,College,High,40,Medium,Single,No,13,19,Better,19,6151
Female,31,Travel_Frequently,Sales,1,Bachelor,Very High,54,Medium,Single,Yes,11,3,Best,3,2302
Male,44,Travel_Rarely,Research & Development,3,Bachelor,Low,89,Low,Married,No,12,10,Best,3,2362
Male,42,Non-Travel,Research & Development,2,Highschool,High,37,High,Married,Yes,13,21,Good,20,17861
Female,55,Travel_Rarely,Research & Development,2,College,Very High,58,High,Married,No,14,23,Better,19,19187
Male,56,Travel_Rarely,Human Resources,8,Master,Very High,99,Medium,Single,No,14,36,Better,7,19717
Male,40,Non-Travel,Research & Development,16,College,High,74,High,Divorced,No,16,6,Better,4,3544
Male,34,Travel_Rarely,Research & Development,9,Bachelor,Very High,86,Very High,Divorced,No,11,10,Good,9,8500
Male,40,Travel_Rarely,Research & Development,2,Bachelor,High,98,Very High,Single,No,13,9,Better,9,4661
Female,41,Travel_Frequently,Sales,1,Bachelor,High,66,Low,Divorced,No,17,10,Better,9,4103
Male,35,Travel_Frequently,Research & Development,4,Master,High,87,High,Single,Yes,11,9,Better,9,4249
Male,51,Travel_Rarely,Human Resources,5,Bachelor,High,84,Medium,Divorced,Yes,11,33,Better,33,14026
Female,38,Travel_Rarely,Sales,2,College,Medium,31,Low,Divorced,No,15,11,Better,7,6893
Female,34,Travel_Rarely,Sales,15,College,High,66,Low,Single,No,12,10,Best,10,6125
Male,25,Travel_Rarely,Research & Development,19,Highschool,Very High,67,Very High,Married,No,11,7,Good,3,3669
Female,58,Travel_Rarely,Research & Development,7,Master,High,53,Low,Married,Yes,14,31,Good,10,10008
Male,40,Travel_Rarely,Research & Development,1,Master,Medium,88,Medium,Married,No,22,7,Better,4,2387
Female,36,Travel_Frequently,Sales,7,Bachelor,Low,83,Low,Married,No,16,17,Good,15,4639
Male,48,Travel_Rarely,Research & Development,4,Bachelor,Very High,54,Very High,Single,No,11,11,Better,10,7898
Female,27,Travel_Rarely,Sales,11,Bachelor,High,98,Very High,Married,No,14,5,Better,1,2534
Female,51,Travel_Rarely,Research & Development,11,College,Very High,82,Medium,Single,No,16,29,Good,5,13142
Female,18,Non-Travel,Research & Development,1,Bachelor,Very High,97,Very High,Single,No,15,0,Best,0,1611
Female,35,Travel_Rarely,Research & Development,1,Bachelor,Very High,60,Very High,Married,No,12,10,Better,9,5363
Male,27,Travel_Frequently,Sales,2,Highschool,Very High,43,Very High,Single,No,20,8,Better,6,5071
Male,55,Travel_Rarely,Sales,13,Master,Low,85,High,Single,Yes,17,24,Good,19,13695
Male,56,Travel_Rarely,Research & Development,23,Bachelor,Very High,68,Medium,Married,Yes,12,33,Better,19,13402
Female,34,Non-Travel,Research & Development,26,Highschool,Low,92,High,Divorced,No,20,5,Better,5,2029
Female,40,Travel_Rarely,Research & Development,2,Highschool,Medium,89,High,Divorced,No,20,15,Better,12,6377
Male,34,Travel_Rarely,Research & Development,29,Bachelor,Medium,86,High,Married,No,13,10,Better,8,5429
Female,31,Travel_Frequently,Sales,2,Bachelor,High,90,Very High,Single,No,14,3,Best,1,2785
Female,35,Travel_Frequently,Sales,18,Master,Very High,67,High,Married,Yes,18,5,Good,4,4614
Male,38,Travel_Frequently,Research & Development,7,Bachelor,Very High,57,High,Divorced,No,11,4,Better,4,2610
Female,34,Travel_Rarely,Research & Development,2,Master,High,98,Very High,Single,No,11,14,Best,14,6687
Male,28,Travel_Rarely,Sales,26,Bachelor,High,48,Low,Married,No,11,5,Better,5,4724
Male,31,Travel_Rarely,Research & Development,22,Master,Very High,98,High,Married,Yes,15,10,Good,10,6179
Male,39,Travel_Rarely,Sales,21,Master,Low,44,Very High,Married,Yes,12,8,Best,5,6120
Male,51,Travel_Frequently,Sales,2,Bachelor,Medium,52,Medium,Married,No,11,14,Better,4,10596
Female,41,Travel_Frequently,Research & Development,22,Bachelor,Very High,75,Very High,Divorced,Yes,14,12,Good,6,5467
Male,37,Travel_Rarely,Research & Development,4,Highschool,High,54,High,Married,Yes,15,8,Better,6,2996
Male,33,Travel_Frequently,Sales,5,Highschool,Medium,61,Very High,Married,No,13,8,Best,5,9998
Male,32,Travel_Rarely,Sales,2,Highschool,High,36,Medium,Married,Yes,13,4,Good,3,4078
Male,39,Non-Travel,Research & Development,25,College,High,71,High,Married,No,21,13,Better,6,10920
Male,25,Travel_Rarely,Sales,18,Highschool,Low,93,High,Married,No,11,6,Good,3,6232
Female,52,Travel_Frequently,Research & Development,28,College,Very High,59,High,Married,Yes,11,24,Good,5,13247
Female,43,Travel_Rarely,Research & Development,6,Bachelor,Low,73,High,Single,Yes,14,20,Bad,20,4081
Female,27,Travel_Rarely,Sales,10,Bachelor,Very High,98,Very High,Married,Yes,11,6,Better,6,5769
Female,27,Travel_Rarely,Research & Development,17,Master,Very High,51,High,Single,Yes,13,8,Better,8,2394
Male,26,Travel_Rarely,Research & Development,2,Highschool,Low,36,Very High,Single,No,12,5,Better,4,3904
Female,42,Travel_Rarely,Human Resources,10,Bachelor,High,31,Low,Married,No,14,21,Better,20,16799
Female,52,Travel_Rarely,Research & Development,8,Master,High,54,Low,Married,No,13,12,Bad,5,2950
Female,37,Travel_Rarely,Research & Development,11,Bachelor,Low,94,High,Single,No,18,8,Better,3,3629
Male,35,Travel_Frequently,Research & Development,18,College,High,60,Very High,Single,No,11,10,Better,2,9362
Male,25,Travel_Rarely,Research & Development,1,Bachelor,Low,81,Very High,Married,No,11,7,Good,3,3229
Male,26,Travel_Rarely,Research & Development,7,Bachelor,High,100,Low,Single,No,12,8,Better,7,3578
Male,29,Travel_Rarely,Human Resources,17,Bachelor,Medium,51,Low,Single,No,13,10,Good,10,7988
Male,49,Travel_Frequently,Research & Development,28,College,Low,97,Low,Single,No,20,20,Better,4,4284
Female,29,Travel_Frequently,Research & Development,14,Highschool,High,84,Very High,Single,Yes,12,9,Better,8,7553
Female,54,Travel_Rarely,Research & Development,1,Bachelor,Very High,54,Very High,Single,No,19,29,Good,20,17328
Female,58,Travel_Rarely,Research & Development,1,Bachelor,Very High,76,Low,Married,Yes,21,32,Better,9,19701
Male,55,Travel_Rarely,Research & Development,1,Master,Medium,81,Very High,Divorced,No,13,31,Best,7,14732
Female,36,Travel_Rarely,Sales,3,Master,Low,99,Medium,Single,Yes,16,15,Better,5,9278
Female,31,Travel_Frequently,Sales,1,Master,Medium,50,High,Single,No,12,1,Better,1,1359
Female,30,Travel_Rarely,Sales,7,Master,Very High,73,Low,Divorced,No,14,8,Better,3,4779
Female,31,Travel_Rarely,Research & Development,8,Doctor,Low,93,Medium,Single,No,11,9,Best,3,16422
Male,34,Travel_Frequently,Research & Development,1,Master,Very High,91,Low,Divorced,No,14,10,Better,4,2996
Female,31,Travel_Rarely,Research & Development,8,Bachelor,Low,34,Medium,Single,No,12,1,Best,1,1261
Male,27,Travel_Rarely,Research & Development,11,Highschool,Medium,91,Low,Married,No,14,6,Best,5,2099
Male,36,Travel_Rarely,Research & Development,4,Master,Low,37,Very High,Single,No,16,10,Good,10,5810
Female,36,Travel_Rarely,Sales,16,Master,High,98,Low,Married,No,13,11,Good,3,5647
Male,47,Travel_Rarely,Research & Development,1,Bachelor,Low,74,Very High,Married,No,12,17,Good,6,3420
Male,25,Travel_Rarely,Sales,9,College,Low,68,Low,Married,No,12,6,Better,3,4400
Male,37,Non-Travel,Research & Development,5,College,High,84,High,Single,No,14,7,Bad,6,3500
Female,56,Travel_Rarely,Research & Development,1,College,Low,90,Low,Married,No,22,5,Best,3,2066
Female,47,Travel_Rarely,Research & Development,2,Master,Low,82,High,Married,No,19,26,Best,20,17169
Female,24,Travel_Rarely,Sales,4,Highschool,Very High,42,High,Married,Yes,12,5,Better,5,4162
Male,32,Travel_Rarely,Sales,7,Doctor,Very High,97,Very High,Married,No,12,7,Good,4,9204
Female,34,Travel_Rarely,Research & Development,1,Bachelor,Very High,86,Medium,Married,No,17,7,Good,5,3294
Male,41,Travel_Rarely,Research & Development,5,Doctor,Medium,90,High,Married,Yes,12,7,Good,4,2127
Male,40,Non-Travel,Research & Development,9,Master,High,81,High,Divorced,No,11,11,Best,8,3975
Male,31,Travel_Rarely,Sales,8,College,Low,31,Very High,Divorced,No,18,13,Better,13,10793
Male,46,Travel_Rarely,Sales,9,Bachelor,Low,52,Very High,Divorced,No,11,28,Best,7,10096
Female,39,Non-Travel,Research & Development,2,Bachelor,Low,54,Low,Single,Yes,23,11,Best,1,3646
Female,31,Travel_Frequently,Research & Development,1,Doctor,High,100,Medium,Single,No,11,10,Better,10,7446
Male,45,Travel_Rarely,Research & Development,20,Bachelor,Medium,95,Low,Divorced,Yes,18,24,Better,7,10851
Female,31,Travel_Rarely,Human Resources,8,College,Very High,96,Medium,Single,No,18,8,Better,3,2109
Male,31,Travel_Frequently,Research & Development,2,Bachelor,Medium,94,Very High,Married,Yes,13,7,Bad,2,3722
Male,45,Travel_Rarely,Research & Development,29,Bachelor,Medium,55,Very High,Married,Yes,18,10,Best,3,9380
Male,48,Travel_Rarely,Sales,7,Bachelor,High,96,Low,Divorced,No,11,15,Better,2,5486
Female,34,Travel_Rarely,Human Resources,9,Master,Low,52,High,Married,No,15,2,Better,2,2742
Male,40,Non-Travel,Research & Development,8,Highschool,Very High,55,Medium,Divorced,No,11,16,Better,9,13757
Male,28,Travel_Rarely,Sales,5,Bachelor,Very High,84,Low,Single,No,18,6,Better,5,8463
Male,44,Non-Travel,Research & Development,5,Bachelor,High,90,High,Single,No,14,7,Better,5,3162
Male,53,Travel_Rarely,Research & Development,2,Bachelor,Very High,39,Medium,Single,No,12,35,Good,9,16598
Male,49,Travel_Rarely,Research & Development,5,Master,Low,96,High,Married,No,14,20,Good,3,6651
Male,40,Travel_Rarely,Research & Development,2,Bachelor,High,68,High,Divorced,No,14,8,Best,3,2345
Male,44,Travel_Rarely,Research & Development,20,Bachelor,Very High,49,Medium,Single,No,13,6,Good,5,3420
Male,33,Travel_Frequently,Sales,7,Bachelor,Very High,54,Low,Married,No,14,5,Better,4,4373
Male,34,Travel_Rarely,Sales,3,Bachelor,Very High,81,Low,Single,No,18,15,Better,13,4759
Male,30,Travel_Rarely,Sales,16,Highschool,Very High,96,High,Married,No,15,4,Good,2,5301
Female,42,Travel_Frequently,Research & Development,9,College,Low,74,Very High,Single,No,13,12,Better,12,3673
Female,44,Travel_Frequently,Sales,1,Doctor,Low,79,High,Married,No,12,11,Good,1,4768
Male,30,Non-Travel,Research & Development,7,Bachelor,High,64,High,Divorced,No,13,1,Good,1,1274
Male,57,Travel_Rarely,Research & Development,1,College,Medium,93,High,Married,No,24,13,Good,12,4900
Male,49,Travel_Rarely,Research & Development,7,Master,High,35,Medium,Divorced,No,14,29,Better,8,10466
Male,34,Travel_Frequently,Research & Development,15,Bachelor,Medium,71,Low,Divorced,No,14,16,Good,14,17007
Male,28,Travel_Frequently,Sales,1,Bachelor,Low,92,High,Married,No,15,5,Best,3,2909
Female,29,Travel_Frequently,Sales,13,Bachelor,Low,51,Medium,Single,No,11,7,Bad,5,5765
Female,34,Travel_Rarely,Sales,24,Master,Low,40,Medium,Single,Yes,23,16,Best,15,4599
Male,35,Travel_Rarely,Sales,7,Highschool,Very High,76,High,Married,No,13,1,Better,1,2404
Male,24,Travel_Frequently,Research & Development,9,Bachelor,Medium,89,Low,Single,Yes,11,4,Good,0,3172
Female,24,Non-Travel,Sales,13,College,Very High,78,Medium,Married,No,13,1,Better,1,2033
Male,44,Travel_Frequently,Research & Development,2,Highschool,Medium,86,High,Single,Yes,18,16,Good,2,10209
Male,29,Travel_Rarely,Sales,19,Bachelor,High,77,High,Divorced,No,14,10,Better,10,8620
